Stop Code,Stop Name,Latitude,Longitude,Current Cleaning Category,abc_stop_name
6608,Horton Rd at Guess Rd (Dollar Tree),36.057407,-78.927739,B,Horton Rd at Guess Rd (Rite-Aid)
6609,Horton Rd at Delbert Ave (EB),36.057416,-78.924842,C,Horton Rd at Delbert Ave (EB)
6610,Stadium Dr at Horton Rd,36.055213,-78.9195,C,Stadium Dr at Horton Rd
6611,Ben Franklin Blvd at Medical Park Dr (WB),36.047275,-78.895773,C,Ben Franklin Blvd at Medical Park Dr (W
6615,Milton Rd at Post Office,36.089576,-78.913768,C,Milton Rd at Post Office
6618,Morehead Ave at Duke St (WB),35.991603,-78.90854,A,Morehead Ave at Duke St (WB)
6619,Cornwallis Rd at Chapel Hill Rd (WB),35.974211,-78.935753,C,Cornwallis Rd at Chapel Hill Rd (WB)
6620,Garrett Rd at Durham-Chapel Hill Blvd (Goodwill),35.958347,-78.974535,A,Garrett Rd at Durham-Chapel Hill Blvd (
6621,Garrett Rd at Glenbrook West Apartments,35.952523,-78.97144,C,Garrett Rd at Glenbrook West Apartments
6622,Morehead Ave at Duke St (EB),35.991349,-78.908139,A,Morehead Ave at Duke St (EB)
6627,NC 55 at Service Station,35.912172,-78.892364,C,NC 55 at Service Station
6628,Alston Ave at Lawson St (NB),35.9750198,-78.8934046,C,Alston Ave at Dayton St (NB)
6629,TW Alexander Dr at Page Rd (EB),35.9189767,-78.8134982,B,TW Alexander Dr at Page Rd (EB)
6630,TW Alexander Dr at Brier Creek Pkwy,35.9199315,-78.7794991,C,TW Alexander Dr at ACC Blvd (WakeMed Em
6631,TW Alexander Dr at Page Rd (WB),35.9193858,-78.8110454,A,TW Alexander Dr at Page Rd (WB)
6632,S Roxboro St at Chestnut St (NB),35.986956,-78.902653,B,S Roxboro St at Chestnut St (NB)
6633,Neal Rd at Bishopstone Dr,36.026832,-78.965132,C,Neal Rd at Bishopstone Dr
6635,E Geer St at Faucette Ave (EB),36.012,-78.86544,C,E Geer St at Faucette Ave (EB)
6637,Fayetteville Rd at Stratford Lakes Dr (SB),35.942453,-78.9059795,A,Fayetteville Rd at MLK Pkwy (SB)
6638,Fayetteville Rd at Stratford Lakes Dr (NB),35.942512,-78.9055034,C,Fayetteville Rd at MLK Pkwy (NB)
6639,Neal Rd at Wildberry Ln(EB),36.026719,-78.962773,B,Neal Rd at Wildberry Ln(EB)
6640,Constitution Dr at Neal Rd,36.026323,-78.967301,B,Constitution Dr at Neal Rd
6643,Garrett Rd at Carillon Assisted Living Center,35.954448,-78.972491,C,Garrett Rd at Carillon Assisted Living
6644,Garrett Rd at Yates Baptist Association,35.954134,-78.972551,C,Garrett Rd at Yates Baptist Association
6647,LaSalle St at Kangaroo St,36.012627,-78.948254,B,LaSalle St at Kangaroo St (The Heights
6649,Martin Luther King Jr Pkwy at Lakeside Gardens,35.94339,-78.920001,B,Martin Luther King Jr Pkwy at Lakeside
6650,Roxboro St at Frasier St,36.042565,-78.900745,A,Roxboro St at Frasier St
6657,Morreene Rd at Glasson St (NB),36.005668,-78.954668,B,Morreene Rd at Glasson St (NB)
6658,E Main St at Angier Ave,35.989672,-78.891537,B,E Main St at Angier Ave
6659,Taylor St at Gary St (EB),35.988566,-78.872156,C,Taylor St at Gary St (EB)
6660,Taylor St at Gary St (WB),35.988696,-78.872383,C,Taylor St at Gary St (WB)
6664,TW Alexander Dr at Salem Glen Ln,35.9189017,-78.8006641,C,TW Alexander Dr at Fun Park Dr
6665,TW Alexander Dr at Centerpoint (Amazon),35.9224202,-78.8340972,C,TW Alexander Dr at Center Point (WB)
6676,Guess Rd at Victory Blvd,36.06131,-78.92903,C,Guess Rd at Victory Blvd
6677,Angier Ave at East End Ave (EB),35.97419,-78.86827,C,Angier Ave at East End Ave (EB)
6678,Angier Ave at Midway Ave (EB),35.96698,-78.85955,C,Angier Ave at Midway Ave (EB)
6680,Great Jones St at Main St (Museum of Durham History),35.99784,-78.90531,C,Great Jones St at Main St (Museum of Du
6681,SW Durham Dr at Durham-Chapel Hill Blvd (Patterson Place),35.953602,-78.990104,C,SW Durham Dr at Durham-Chapel Hill Blvd
6684,North Pointe Dr at Woodmont Dr (EB),36.030337,-78.926126,A,North Pointe Dr at Woodmont Dr (EB)
6688,Little Brier Creek Ln at TW Alexander Dr,35.915749,-78.790733,C,Little Brier Creek Ln at TW Alexander D
6689,Brier Creek Pkwy at Skyland Ridge Pkwy,35.913961,-78.7805081,A,Brier Creek Pkwy at Skyland Ridge Pkwy
6691,Madden Ave at Roxboro Rd,36.101322,-78.910826,,
6693,W Enterprise St at E Forest Hills Blvd (EB),35.983598,-78.909237,C,W Enterprise St at E Forest Hills Blvd
6695,TW Alexander Dr at NC 55 (WB),35.880556,-78.891373,C,TW Alexander Dr at NC 55 (WB)
6707,Hillandale Rd at Club Blvd,36.017197,-78.936218,,
6708,Hillandale Rd at Bertland Ave,36.031603,-78.935612,,
6709,Horton Rd at Guess Rd (Willowdaile Apartments),36.0575453005,-78.9313461741,,
6710,Hillandale Rd at Carver St,36.037887,-78.93543,,
6711,Hillandale Rd at Croasdaile Farm Pkwy,36.051095,-78.935588,,
6712,Hillandale Rd at Samuel Dr,36.047791,-78.936352,,
6713,Hillandale Rd at Pinetree Ct,36.043824,-78.935355,,
6714,Chalk Level Rd at Shaftsbury St,36.051308,-78.915085,,
6715,Hillandale Rd at Club Blvd,36.018045,-78.936421,,
6717,Ben Franklin Blvd at William Penn Pl (NB),36.044097,-78.897908,,
6718,Ben Franklin Blvd at Pacific Ave (NB),36.046524,-78.897032,,
6721,Briar Rose Ln at Danube Ln,36.056528,-78.887578,,
6722,Duke St at Holt School Rd,36.05277,-78.90483,,
6724,Duke St at Holt School Rd (NB),36.052804243,-78.9045841623,,
6726,Ben Franklin Blvd at William Penn Pl (SB),36.0440726,-78.8981989,,
6727,Ben Franklin Blvd at Pacific Ave (SB),36.04608,-78.89782,,
6728,Danube Ln at Ben Franklin Blvd,36.04723,-78.88858,,
6729,Danube Ln at Hebron Rd,36.05813,-78.888685,B,DANUBE LN AT HEBRON RD
6730,West Ave at Hebron Rd,36.058275,-78.88463,C,WEST AVE AT HEBRON RD
6734,Bacon St at Hearthside St (NB),35.968085,-78.885134,,
6735,Bacon St at Hearthside St (SB),35.968063,-78.885292,,
6736,Bacon St at Cooper (Durham Tech),35.97183,-78.88497,,
6737,Bacon St at Cooper (SB),35.97182,-78.88516,,
6744,Taylor St at Blacknall St (Eastway Elementary),35.9896048753,-78.8842839208,,
6745,Taylor St at Holman St (Eastway Elementary),35.99014203,-78.88526706,,
6746,S Alston Ave at Cecil St (SB),35.9700359,-78.8937584,,
6747,S Alston Ave at Cecil St (NB),35.9704822,-78.8937971,,
6750,Main St at Gary St,35.986058,-78.870613,,
6751,NC 54 at Highgate Dr,35.9120121,-78.9453079,,
6752,Gary St at Main St,35.986497,-78.870942,,
6754,Sima Ave at Ridgeway Ave,35.97589,-78.889206,,
6755,Bacon St at Sima Ave,35.97723287,-78.88443554,,
995952,Jackson St at Duke St,35.995417,-78.908419,,
996511,Holloway St at Dillard St,35.99478,-78.89423,,
