Stop Code,Stop Name,Latitude,Longitude,Current Cleaning Category,abc_stop_name
1072,Old Chapel Hill Rd at Garrett Rd (EB),35.949715,-78.967443,C,Old Chapel Hill Rd at Garrett Rd (EB)
1074,University Dr at American Red Cross,35.952773,-78.966079,C,University Dr at American Red Cross
1075,University Dr at Ivy Creek Blvd,35.959253,-78.964615,B,University Dr at Ivy Creek Blvd
1105,Erwin Rd at Fulton St (VA Hospital),36.008327,-78.937789,,
1406,Renaissance Pkwy at Southpoint Mall (WB),35.9036647,-78.9466721,A,Renaissance Pkwy at Southpoint Mall
1553,Erwin Rd at Towerview Rd,36.003799,-78.950504,B,Erwin Rd at Towerview Rd
1732,Stirrup Creek at Twin Creek Ct,35.917372,-78.842734,C,Stirrup Creek at Twin Creek Ct
1804,Renaissance Pkwy at NC 751 (WB),35.9011893,-78.9589826,C,Renaissance Pkwy at Leonardo Dr (WB)
1901,McFarland Dr at Witherspoon Blvd (Patterson Place Park-and-Ride),35.950633,-78.989974,A,McFarland Dr at Witherspoon Blvd (Patte
1914,University Dr at University Pl (EB),35.95649,-78.965978,C,University Dr at University Pl (EB)
1927,Erwin Rd at Emergency Dr (EB),36.007959,-78.935469,,
5002,Riddle Rd at Ancroft Ave (NB),35.95263,-78.89703,C,Riddle Rd at Ancroft Ave (NB)
5003,Alston Ave at Main St (NB),35.98763,-78.88766,,
5004,Alston Ave at Main St (SB),35.98709,-78.88828,B,Alston Ave at Main St
5005,Cornwallis Rd at Industry Ln,35.94235,-78.8996,C,Cornwallis Rd at Industry Ln
5006,Alston Ave at Linwood Ave (NB),35.9799408,-78.8914218,C,Alston Ave at Durham Freeway (NB)
5008,S Alston Ave at Massey Ave (NB),35.978154,-78.892187,B,S Alston Ave at Massey Ave (NB)
5010,Durham Station Pettigrew North Platform,35.99624902,-78.90557568,,
5011,Durham Station Pettigrew South Platform,35.99650291,-78.90615772,,
5012,Durham Station Parking Deck Platform,35.99584322,-78.90520554,,
5017,Chapel Hill Rd at McGehee St (NB),35.981294,-78.934076,C,Chapel Hill Rd at McGehee St (NB)
5018,Morehead Ave at Vickers Ave (WB),35.991663,-78.911791,C,Morehead Ave at Vickers Ave (WB)
5021,Chapel Hill Rd at W Cornwallis Rd (SB1),35.975344,-78.936845,C,Chapel Hill Rd at W Cornwallis Rd (SB1)
5023,Avondale Dr at E Markham Ave (SB),36.008351,-78.885933,C,Avondale Dr at E Markham Ave (SB)
5027,Club Blvd at Gregson St,36.016838,-78.908686,C,Club Blvd at Gregson St
5030,Duke St at Main St,35.999745,-78.90788,C,Duke St at Main St
5031,Carver St at Guess Rd,36.03778,-78.93043,C,Carver St at Guess Rd
5032,Roxboro Rd at Lavender Rd,36.02323,-78.889966,C,Roxboro Rd at Hammond St
5033,Roxboro Rd at Bush Dr,36.07577,-78.90968,A,Roxboro Rd at Bush Dr
5035,Angier Ave at Pleasant Dr,35.96362,-78.85662,C,Angier Ave at Pleasant Dr
5039,Fayetteville St at Piedmont Ave (SB),35.984326,-78.899178,A,Fayetteville St at Piedmont Ave (SB)
5042,University Dr at Weymouth St (WB),35.96702,-78.94998,B,University Dr at Weymouth St (WB)
5043,Holloway St at Adams St (EB),35.98868,-78.85199,B,Holloway St at Adams St (EB)
5044,Duke St at Harper Pl,36.006837,-78.905495,C,Duke St at Harper Pl
5045,Roxboro Rd at Edgewood Dr,36.02775,-78.89,C,Roxboro Rd at Edgewood Dr
5047,Roxboro Rd at Markham Ave (south),36.009347,-78.891827,C,Roxboro Rd at Markham Ave (south)
5048,Chapel Hill Rd at Pinecrest Rd,35.97935,-78.9352,C,Chapel Hill Rd at Pinecrest Rd
5054,University Dr at Larchmont Dr,35.960943,-78.962345,C,University Dr at Larchmont Dr
5055,Gregson St at Englewood Ave,36.01513,-78.90835,C,Gregson St at Englewood Ave
5056,Lawson St at Sima Ave (EB),35.97451,-78.89105,C,Lawson St at Sima Ave (EB)
5057,Angier Ave at Driver St (EB),35.9821,-78.87797,C,Angier Ave at Driver St (EB)
5060,Dearborn Dr at Ruth St,36.037333,-78.871642,C,Dearborn Dr at Ruth St
5064,Otis St at Red Oak Ave,35.970147,-78.909488,C,Otis St at Red Oak Ave
5067,Geer St at Mangum St,36.0038914195,-78.8948916823,C,Mangum St at Geer St
5075,Milton Rd at Eno Valley Elementary (SB),36.08612,-78.91153,C,Milton Rd at Eno Valley Elementary (SB)
5078,Trent Dr at Duke Clinics,36.004779,-78.934944,B,Trent Dr at Duke Hospital South (WB)
5080,Fayetteville St at Homeland Ave (NB),35.962229,-78.908606,A,Fayetteville St at Homeland Ave (NB)
5081,Trent Dr at Duke Circle Parking Deck,36.006277,-78.934438,C,Trent Dr at Duke Circle Parking Deck
5084,Old Farm Rd at Roxboro St (JFK Towers),36.065632,-78.904357,B,Old Farm Rd at Roxboro St (JFK Towers)
5088,S Alston Ave at Massey Ave (SB),35.97835,-78.89238,C,S Alston Ave at Massey Ave (SB)
5089,Duke St at Englewood Ave,36.015543,-78.905404,C,Duke St at Englewood Ave
5091,E Club Blvd at Glenbrook Dr (SB),36.02387,-78.87682,B,E Club Blvd at Glenbrook Dr (SB)
5093,University Dr at South Square Mall,35.965545,-78.957312,C,University Dr at South Square Mall
5094,Lakewood Ave at Blackwell St,35.987322,-78.907022,C,Lakewood Ave at Blackwell St
5097,Roxboro Rd at Murray Ave,36.0295,-78.89038,C,Roxboro Rd at Murray Ave
5099,Carver St at Patrick Henry Dr (EB),36.040557,-78.897692,C,Carver St at Patrick Henry Dr (EB)
5100,Weaver St at Weaver St Park,35.963836,-78.91454,C,Weaver St at Weaver St Park
5102,Shirley St at Crest St,36.012625,-78.93977,B,Shirley St at Crest St
5105,Duke Regional Hospital (NB),36.038303,-78.898968,A,Duke Regional Hospital (NB)
5106,Erwin Rd at Research Dr,36.008689,-78.94159,A,Erwin Rd at Research Dr
5111,Lawson St at Merrick St (Pearson Cafeteria),35.9763470379,-78.8996856429,B,Lawson St at Merrick St (Pearson Cafete
5112,Angier Ave at Commonwealth St,35.97067,-78.86345,C,Angier Ave at Commonwealth St
5116,Roxboro St at Duke St (Autozone),36.057,-78.90312,C,Roxboro St at Duke St (Autozone)
5117,Glenbrook Dr at Dubonnet Pl (SB),36.026391,-78.878737,,
5118,Martin Luther King Jr Pkwy at Lake Camp Rd,35.942511,-78.918833,B,Martin Luther King Jr Pkwy at Lake Camp
5119,Roxboro Rd at Ellerbee St (NB),36.0214,-78.8898,B,Roxboro Rd at Ellerbee St (NB)
5121,University Dr at Weymouth St (Near),35.96685,-78.9499,A,University Dr at Weymouth St (Near)
5125,Hillsborough Rd at W Knox St,36.0130466,-78.9316324,C,Hillsborough Rd at W Knox St
5126,Avondale Dr at E Knox St (SB),36.011805,-78.886721,A,Avondale Dr at E Knox St (SB)
5127,Seven Oaks Rd at Riverview Shopping Center,36.067734,-78.90593,A,Seven Oaks Rd at Riverview Shopping Center
5128,Roxboro Rd at Monk Rd (SB),36.05803,-78.90328,C,Roxboro Rd at Monk Rd (SB)
5132,Roxboro Rd at Carver St,36.03955,-78.89922,C,Roxboro Rd at Carver St
5133,University Dr at Westgate Dr (WB),35.964173,-78.959182,A,University Dr at Westgate Dr (WB)
5138,Angier Ave at Driver St (WB),35.982298,-78.878305,B,Angier Ave at Driver St (WB)
5139,Gregson St at Dacian Ave,36.007956,-78.908324,C,Gregson St at Dacian Ave
5141,Avondale Dr at Trinity Ave (NB),36.00682,-78.885356,C,Avondale Dr at Trinity Ave (NB)
5142,Gregson St at Trinity Ave,36.005107,-78.908341,B,Gregson St at Trinity Ave
5144,Dowd St at Roxboro Rd (WB),36.000385,-78.893682,C,Dowd St at Roxboro Rd (WB)
5145,Erwin Rd at Morreene Rd,36.003907,-78.950716,C,Erwin Rd at Morreene Rd
5148,E Main St at Alston Ave (WB),35.98815,-78.88885,A,E Main St at Alston Ave (WB)
5149,NC 55 at Riddle Rd (NB),35.95695,-78.891949,C,NC 55 at Riddle Rd (NB)
5153,Garrett Rd at Old Chapel Hill Rd,35.94967,-78.96942,C,Garrett Rd at Old Chapel Hill Rd
5154,Alston Ave at Linwood Ave (SB),35.98011,-78.89164,C,Alston Ave at Durham Freeway (SB)
5156,Chapel Hill Rd at Bivins St (EB),35.986437,-78.927927,A,Chapel Hill Rd at Bivins St (EB)
5157,Fulton St at Pratt St,36.010778,-78.937067,B,Fulton St at Pratt St
5158,Roxboro St at Lawson St (NB),35.977117,-78.906669,C,Roxboro St at Lawson St (NB)
5161,NC 55 at Meredith Dr (NB),35.90075,-78.89593,C,NC 55 at Meredith Dr (NB)
5165,Erwin Rd at Downing St (EB),36.008652,-78.943929,A,Erwin Rd at Downing St (EB)
5169,Morehead Ave at Moreland Ave (EB),35.991919,-78.920876,B,Morehead Ave at Moreland Ave (EB)
5178,Club Blvd at Northgate Mall,36.01706,-78.909822,C,Club Blvd at Northgate Mall
5179,Roxboro St at Lodge St (Hillside Park),35.98129,-78.904222,B,Roxboro St at Lodge St (Hillside Park)
5183,James St at Durham Chapel Hill Blvd,35.97518,-78.92528,C,James St at Durham Chapel Hill Blvd
5184,Service Rd at Davidson Ave (NB),36.018023,-78.887484,A,Service Rd at Davidson Ave (NB)
5185,Chapel Hill Rd at Pickett Rd (NB),35.976784,-78.936077,C,Chapel Hill Rd at Pickett Rd (NB)
5189,University Dr at Snowcrest Tr,35.959558,-78.964667,C,University Dr at Snowcrest Tr
5190,Nation Ave at Bedford St,35.9777,-78.92807,C,Nation Ave at Bedford St
5191,Fayetteville Rd at Woodcroft Pkwy (SB),35.922538,-78.927687,C,Fayetteville Rd at Woodcroft Pkwy (SB)
5193,Midvale Rd at Bedford St,35.974894,-78.928535,C,Midvale Rd at Bedford St
5195,Mineral Springs Rd at Wake Forest Hwy,35.98193,-78.8209,B,Mineral Springs Rd at Wake Forest Hwy
5197,Morehead Ave at Arnette Ave (EB),35.991649,-78.914469,C,Morehead Ave at Arnette Ave (EB)
5198,Holloway St at Hyde Park Ave (EB),35.994423,-78.882105,B,Holloway St at Hyde Park Ave (EB)
5199,Angier Ave at Wrenn Rd (NB),35.952545,-78.849334,C,Angier Ave at Wrenn Rd (NB)
5201,Angier Ave at Wrenn Rd (SB),35.952618,-78.849752,C,Angier Ave at Wrenn Rd (SB)
5202,Roxboro Rd at Trinity Ave,36.005575,-78.892435,C,Roxboro Rd at Edwards St
5203,Avondale Dr at E Markham Ave (NB),36.009118,-78.88593,C,Avondale Dr at E Markham Ave (NB)
5204,S Alston Ave at Dupree St (SB),35.976622,-78.892977,C,S Alston Ave at Dupree St (SB)
5205,Angier Ave at Vine St (WB),35.983446,-78.88124,B,Angier Ave at Vine St (WB)
5206,Lawson St at Rosewood St (Eastbound),35.975099,-78.892376,C,Lawson St at Rosewood St (Eastbound)
5209,Foushee St at Avondale Dr (WB),36.016485,-78.887403,B,Foushee St at Avondale Dr (WB)
5210,Martin Luther King Jr Pkwy at Shannon Rd (EB),35.960746,-78.956923,B,Martin Luther King Jr Pkwy at Shannon R
5215,Fayetteville St at Lawson St (SB),35.976834,-78.900879,B,Fayetteville St at Lawson St (SB)
5220,Duke St at Demerius St,36.01201,-78.905369,C,Duke St at Demerius St
5221,E Weaver St at Jesmond St,35.966673,-78.91146,C,E Weaver St at Jesmond St
5222,Duke St at Morehead Ave (Henderson Towers),35.99083,-78.908895,B,Duke St at Morehead Ave (Henderson Towe
5224,Fayetteville St at Burlington Ave (NB),35.968734,-78.902611,A,Fayetteville St at Burlington Ave (NB)
5225,Fayetteville St at Brant St (NB),35.9757957,-78.9010821,B,Fayetteville St at Brant St (NB)
5226,Roxboro Rd at Old Oxford Rd (Oxford Commons),36.035705,-78.893237,A,Roxboro Rd at Old Oxford Rd (Oxford Com
5229,Roxboro Rd at Hugo St,36.02552,-78.88973,C,Roxboro Rd at Hugo St
5231,University Dr at Beech Lake Apts,35.956761,-78.966252,C,University Dr at Beech Lake Apts
5233,Freeman Rd at Clayton Rd (Southern HS),35.99778,-78.82977,B,Freeman Rd at Clayton Rd (Southern HS)
5234,Fayetteville Rd at Woodcroft Pkwy (NB),35.924142,-78.926041,B,Fayetteville Rd at Woodcroft Pkwy (NB)
5235,University Dr at University Pl (WB),35.952803,-78.966321,C,University Dr at University Pl (WB)
5238,Avondale Dr at E Knox St (NB),36.012681,-78.886735,C,Avondale Dr at E Knox St (NB)
5239,Cornwallis Rd at Spring Ridge Apt,35.93833,-78.8954,C,Cornwallis Rd at Spring Ridge Apt
5240,Freeman Rd at Homecoming Way,35.995963,-78.818651,C,Freeman Rd at Valmet Dr
5241,Lawson St at DTCC F Lot (EB),35.974292,-78.882723,C,Lawson St at DTCC F Lot (EB)
5242,Riddle Rd at Kirby St (NB),35.955642,-78.893107,C,Riddle Rd at Kirby St (NB)
5245,Holloway St at Alston Ave (EB),35.99444,-78.88621,A,Holloway St at Alston Ave (EB)
5247,Fayetteville Rd at Juliette Dr (NB),35.931864,-78.91652,C,Fayetteville Rd at Juliette Dr (NB)
5248,Guess Rd at Fawn Ave,36.03154,-78.928867,C,Guess Rd at Duke Homestead Rd (SB)
5253,Holloway St at Brye St (WB),35.99348,-78.87232,A,Holloway St at Brye St (WB)
5255,Erwin Rd at Lambeth Cir (Erwin Terraces),36.006834,-78.947226,C,Erwin Rd at Lambeth Cir (Erwin Terraces
5257,Shirley St at Ratcale Ln,36.011406,-78.938079,C,Shirley St at Ratcale Ln
5259,N Alston Ave at Geer St (NB),36.003437,-78.885966,C,N Alston Ave at Geer St (NB)
5261,University Dr at Westgate Dr (Parkway Plaza Park-and-Ride),35.964264,-78.958767,A,University Dr at Westgate Dr (Parkway P
5262,NC 55 at Dakota St (SB),35.9677153,-78.8955998,B,NC 55 at Dakota St (SB)
5263,Gregson St at Green St,36.01118,-78.90832,C,Gregson St at Green St
5264,Bacon St at Lawson St,35.974484,-78.8849,C,Bacon St at Lawson St
5265,E Main St at Blacknall St (WB),35.986443,-78.885559,A,E Main St at Blacknall St (WB)
5268,Waring St at Davinci St,36.03172,-78.8806,,
5269,Stadium Dr at Horton Rd,36.05507,-78.91937,C,Stadium Dr at Horton Rd
5271,Dearborn Dr at Deer Run (NB),36.031985,-78.87018,C,Dearborn Dr at Deer Run (NB)
5272,Duke University Rd at Anderson St (EB),35.99833,-78.930561,C,Duke University Rd at Anderson St (EB)
5273,Roxboro Rd at Hewitt St,36.0359,-78.89403,B,Roxboro Rd at Hewitt St
5274,Holloway St at Hoover Rd (WB),35.990465,-78.858834,B,Holloway St at Hoover Rd (WB)
5276,Broad St at Forest Rd (NB),36.024855,-78.916989,C,Broad St at Forest Rd (NB)
5278,Ninth St at Safeway St,36.010586,-78.922118,A,Ninth St at Safeway St
5280,E Main St at Dillard St (Durham County Public Health),35.99187,-78.89533,A,E Main St at Dillard St (EB)
5281,Dearborn Dr at Maplewood Dr (SB),36.03338,-78.869441,C,Dearborn Dr at Maplewood Dr (SB)
5282,Hillsborough Rd at W Main St,36.01574,-78.936579,C,Hillsborough Rd at W Main St
5285,Chapel Hill Rd at Valley Terrace (SB),35.9724,-78.93769,B,Chapel Hill Rd at Valley Terrace (SB)
5286,Duke University Rd at Underwood Ave (EB),35.996755,-78.922429,A,Duke University Rd at Underwood Ave (EB
5291,Holloway St at Chester St,35.994526,-78.882673,B,Holloway St at Chester St
5292,Hillsborough Rd at Cole Mill Rd (WB),36.0232231,-78.9550314,A,Hillsborough Rd at Cole Mill Rd (WB)
5296,NC 55 at Cornwallis Rd,35.931922,-78.888286,B,NC 55 at Cornwallis Rd
5298,Chapel Hill Rd at University Dr (SB),35.968683,-78.939883,C,Chapel Hill Rd at University Dr (SB)
5300,Leon St at Haverford St (EB),36.025419,-78.913527,B,Leon St at Haverford St (EB)
5306,Morehead Ave at Arnette Ave (WB),35.991739,-78.91422,C,Morehead Ave at Arnette Ave (WB)
5310,Angier Ave at Guthrie Ave (WB),35.981417,-78.875848,A,Angier Ave at Guthrie Ave (WB)
5311,Roxboro Rd at Maynard Ave (SB),36.02637,-78.88983,B,Roxboro Rd at Maynard Ave (SB)
5313,Alston Ave at Lawson St (SB),35.974877,-78.893695,B,Alston Ave at Lawson St (SB)
5314,North Pointe Dr at Broad St (WB),36.028304,-78.915513,C,North Pointe Dr at Broad St (WB)
5315,NC 55 at Carpenter Fletcher Rd (NB),35.9144093,-78.8915565,C,NC 55 at Carpenter Fletcher Rd (NB)
5316,Lawson St at DTCC Public Safety (EB),35.974268,-78.880604,C,Lawson St at DTCC Public Safety (EB)
5317,Duke University Rd at Anderson St (WB),35.998434,-78.929787,C,Duke University Rd at Anderson St (WB)
5319,Old Oxford Rd at Danube Ln (EB),36.036239,-78.888041,B,Old Oxford Rd at Danube Ln (EB)
5320,Gregson St at W Knox St,36.013206,-78.90833,C,Gregson St at W Knox St
5324,Roxboro St at Dunstan Ave,35.980167,-78.905172,C,Roxboro St at Dunstan Ave
5325,Meriwether Dr at Carver Pond Apts,36.038729,-78.890264,C,Meriwether Dr at Carver Pond Apts
5326,Chapel Hill St at Arnette Ave (EB),35.996796,-78.914645,C,Chapel Hill St at Arnette Ave (EB)
5329,Briggs Ave at Riddle Rd (NB),35.958706,-78.879061,C,Briggs Ave at Riddle Rd (NB)
5331,Dearborn Dr at Old Oxford Rd (SB),36.03863,-78.884186,A,Dearborn Dr at Old Oxford Rd (SB)
5332,University Dr at Shannon Rd (EB),35.96613,-78.95403,A,University Dr at Shannon Rd (EB)
5333,Angier Ave at Jones Cir (NB),35.95724,-78.85315,C,Angier Ave at Jones Cir (NB)
5334,Old Oxford Rd at Danube Ln (WB),36.036506,-78.887861,C,Old Oxford Rd at Danube Ln (WB)
5335,Angier Ave at Guthrie Ave (EB),35.981461,-78.876298,B,Angier Ave at Guthrie Ave (EB)
5337,Lakewood Ave at Heritage Square,35.987545,-78.900944,A,Lakewood Ave at Heritage Square
5339,Angier Ave at Jones Cir (SB),35.957261,-78.853331,C,Angier Ave at Jones Cir (SB)
5340,Morehead Ave at Kent St (WB),35.991938,-78.919569,C,Morehead Ave at Kent St (WB)
5341,Chapel Hill Rd at University Dr (NB),35.96873,-78.93965,A,Chapel Hill Rd at University Dr (NB)
5342,Morehead Ave at Carroll St (WB),35.991794,-78.916041,C,Morehead Ave at Carroll St (WB)
5344,Chapel Hill Rd at Morehead Ave (NB),35.99155,-78.92273,A,Chapel Hill Rd at Morehead Ave (NB)
5345,University Dr at BB&T Plaza,35.9654,-78.957118,B,University Dr at BB&T Plaza
5347,E Club Blvd at Dominion St,36.021915,-78.881301,C,E Club Blvd at Dominion St
5353,Holloway St at Miami Blvd (EB),35.99225,-78.86767,C,Holloway St at Miami Blvd (EB)
5354,NC 55 at Odyssey Dr (NB),35.92787,-78.88897,B,NC 55 at Odyssey Dr (NB)
5355,NC 55 at Riddle Rd (SB),35.9566119,-78.892071,C,NC 55 at Riddle Rd (SB)
5357,Fayetteville St at Cecil St (SB),35.9709,-78.901395,B,Fayetteville St at Cecil St (SB)
5358,Holloway St at Bunn Terrace,35.99383,-78.87373,B,Holloway St at Bunn Terrace
5360,Sima Ave at Ridgeway Ave,35.9763,-78.88883,C,Sima Ave at Dorothy Dr
5365,Raynor St at Hardee St (EB),35.995715,-78.865034,C,Raynor St at Hardee St (EB)
5368,Meriwether Dr at E Carver St (SB),36.04296,-78.891173,C,Meriwether Dr at E Carver St (SB)
5370,Dearborn Dr at Martin St,36.037978,-78.875844,C,Dearborn Dr at Martin St
5377,Roxboro Rd at Monk Rd (NB),36.0594233,-78.9030048,C,Roxboro Rd at Monk Rd (NB)
5379,University Dr at Chapel Hill Rd (Colonial Apts),35.967861,-78.941834,C,University Dr at Chapel Hill Rd (Coloni
5384,Lakewood Ave at S Mangum St (WB),35.98774,-78.904867,C,Lakewood Ave at S Mangum St (WB)
5387,Cornwallis Rd at Yorktown Ave (NB),35.93712,-78.8939,C,Cornwallis Rd at Yorktown Ave (NB)
5389,Constitution Dr at McKinley St,36.020903,-78.967099,C,Constitution Dr at McKinley St
5391,Fayetteville Rd at Geneva Dr (NB),35.920996,-78.92844,B,Fayetteville Rd at Geneva Dr (NB)
5394,Chapel Hill Rd at Palmer St (EB),35.987554,-78.925959,A,Chapel Hill Rd at Palmer St (EB)
5396,Fayetteville St at Red Oak Ave (NB),35.966541,-78.904635,A,Fayetteville St at Red Oak Ave (NB)
5397,Fayetteville St at Dunbar St,35.9788676,-78.9000381,B,Fayetteville St at Dunbar St
5399,Club Blvd at Duke St,36.017019,-78.906174,C,Club Blvd at Duke St
5400,Roxboro Rd at Channing Ave (NB),36.031871,-78.890738,C,Roxboro Rd at Channing Ave (NB)
5401,Sima Ave at Lawson St,35.9748,-78.891088,C,Sima Ave at Lawson St
5403,Carver St at Patrick Henry Dr (WB),36.040706,-78.897767,B,Carver St at Patrick Henry Dr (WB)
5404,E Main St at Hyde Park Ave (WB),35.9854,-78.88207,C,E Main St at Hyde Park Ave (WB)
5407,Tom Wilkinson Rd at Roxboro Rd,36.0950678,-78.9116757,A,Tom Wilkinson Rd at Northern High School
5409,Clayton Rd at Chandler Rd,35.995997,-78.830995,C,Clayton Rd at Chandler Rd
5412,Hinson Dr at Waring St,36.030322,-78.87764,,
5415,Duke St at North Duke Crossing,36.049902,-78.905608,A,Duke St at North Duke Crossing
5416,Glenbrook Dr at Dubonnet Pl (NB),36.02645,-78.87767,,
5419,Holloway St at Chandler Rd,35.985884,-78.840216,C,Holloway St at Chandler Rd
5423,Enterprise St at Roxboro St (EB),35.9835527,-78.9031408,C,Enterprise St at Roxboro St (EB)
5424,S Roxboro St at Bond St,35.980161,-78.905344,C,S Roxboro St at Bond St
5429,Hillsborough Rd at US 15-501 (EB),36.021548,-78.951737,B,Hillsborough Rd at US 15-501 SB (Wendys)
5430,Riddle Rd at Kirby St (SB),35.955723,-78.893212,C,Riddle Rd at Kirby St (SB)
5431,Riddle Rd at NC 55 (WB),35.9561702,-78.8898354,,
5432,Riddle Rd at NC 55 (EB),35.9560965,-78.8893901,,
5433,Main St at Morgan St (WB),36.0016282,-78.9116598,B,Main St at Morgan St (WB)
5434,Milton Rd at Long Cresent Dr,36.091973,-78.91416,C,Milton Rd at Long Cresent Dr
5435,NC 55 at Alston Ave (NCCU),35.9706648,-78.8947985,A,NC 55 at Alston Ave (NCCU)
5436,Meriwether Dr at Pickwick Trail (SB),36.041878,-78.889984,A,Meriwether Dr at Pickwick Trail (SB)
5438,Duke St at Corporation St,36.002322,-78.90632,C,Duke St at Corporation St
5439,Gregson St at Lamond Ave,36.00233,-78.90835,C,Gregson St at Lamond Ave
5444,Dowd St at Roxboro Rd (EB),36.000292,-78.893429,C,Dowd St at Roxboro Rd (EB)
5445,Raynor St at The Village (WB),35.994284,-78.869756,A,Raynor St at The Village (WB)
5446,Guess Rd at Ellen St,36.03985,-78.92963,C,Guess Rd at Ellen St
5447,Chapel Hill Rd at Palmer St (WB),35.988573,-78.925313,B,Chapel Hill Rd at Palmer St (WB)
5450,Meriwether Dr at Oxford Ct,36.038614,-78.890029,C,Meriwether Dr at Oxford Ct
5451,Olympic Ave at Roxboro Rd,36.036787,-78.896935,A,Olympic Ave at Roxboro Rd
5453,Cornwallis Rd at Fayetteville Rd,35.9602773,-78.9114336,C,Cornwallis Rd at Fayetteville Rd
5456,Shannon Rd at Martin Luther King Jr Pkwy (South Square Townhomes),35.962639,-78.956324,C,Shannon Rd at Martin Luther King Jr Pkw
5460,Erwin Rd at LaSalle St (EB),36.007986,-78.945586,B,Erwin Rd at LaSalle St (EB)
5463,Fayetteville Rd at Obie Dr (SB),35.926656,-78.92316,C,Fayetteville Rd at Obie Dr (SB)
5464,Morehead Ave at Vickers Ave (EB),35.991578,-78.912047,C,Morehead Ave at Vickers Ave (EB)
5465,Broad St at Markham Ave (NB),36.01058,-78.91947,A,Broad St at Markham Ave (NB)
5466,Roxboro Rd at Argonne Dr (Northern High School),36.063434,-78.9041156,C,ROXBORO RD AT ARGONNE DR
5468,Hillsborough Rd at LaSalle St,36.0197,-78.94693,B,Hillsborough Rd at LaSalle St (Auto Zon
5472,Old Oxford Rd at Dearborn Dr (EB),36.037234,-78.886362,C,Old Oxford Rd at Dearborn Dr (EB)
5473,Old Oxford Rd at Dearborn Dr (WB),36.038273,-78.885425,B,Old Oxford Rd at Dearborn Dr (WB)
5475,Club Blvd at Stephenson St,36.021567,-78.88255,B,Club Blvd at Stephenson St
5477,Ross Rd at Charlestowne Apts,35.99243,-78.84488,C,Ross Rd at Charlestowne Apts
5478,Club Blvd at Dearborn Dr,36.027159,-78.870647,B,E Club Blvd at Miriam Cir
5479,Cornwallis Rd at Weaver St,35.9626,-78.916008,A,Cornwallis Rd at Weaver St
5480,Flowers Dr at Duke Gardens (NB),36.001234,-78.936286,C,Flowers Dr at Duke Gardens (NB)
5481,Roxboro Rd at Davidson Ave (NB),36.01932,-78.88985,C,Roxboro Rd at Davidson Ave (NB)
5482,Roxboro Rd at Lynch St,36.00713,-78.89235,C,Roxboro Rd at Lynch St
5484,Duke University Rd at Underwood Ave (WB),35.996844,-78.922128,A,Duke University Rd at Underwood Ave (WB
5489,Dearborn Dr at Wiley Ave,36.029217,-78.870369,C,Dearborn Dr at Wiley Ave
5490,Chapel Hill Rd at Ward St,35.983177,-78.930668,C,Chapel Hill Rd at Ward St
5492,Dearborn Dr at Cannada Ave (NB),36.038636,-78.882398,C,Dearborn Dr at Cannada Ave (NB)
5495,W Club Blvd at Clarendon St,36.017198,-78.918167,C,W Club Blvd at Clarendon St
5496,Dearborn Dr at Maplewood Dr (north),36.034678,-78.86792,C,Dearborn Dr at Maplewood Dr (north)
5497,Roxboro St at Erie St (CC Spaulding Elementary),35.9786517,-78.906386,B,Roxboro St at Erie St (CC Spaulding Ele
5498,Holloway St at Guthrie Ave (EB),35.99414,-78.87553,B,Holloway St at Guthrie Ave (EB)
5499,Meriwether Dr at Pickwick Trail (NB),36.041873,-78.889813,C,Meriwether Dr at Pickwick Trail (NB)
5501,Chapel Hill Rd at Chapel Ridge Apts,35.984739,-78.929553,C,Chapel Hill Rd at Chapel Ridge Apts
5503,North Pointe Dr at Red Roof Inn (EB),36.03029,-78.923029,C,North Pointe Dr at Red Roof Inn (EB)
5505,Holloway St at Alston Ave (Long Meadow Park) (WB),35.994552,-78.884742,A,Holloway St at Alston Ave (WB)
5506,Lawson St at DTCC Library (WB),35.974428,-78.882757,C,Lawson St at DTCC Library (WB)
5507,Chapel Hill St at Gregson St (WB),35.997049,-78.909564,A,Chapel Hill St at Gregson St (WB)
5508,Chapel Hill Rd at Morehead Ave (SB),35.991518,-78.922917,B,Chapel Hill Rd at Morehead Ave (SB)
5509,Old Farm Rd at Seven Oaks Rd,36.067087,-78.904996,C,Old Farm Rd at Seven Oaks Rd
5511,Hillsborough Rd at US 15-501 SB (WB),36.021637,-78.951409,B,Hillsborough Rd at US 15-501 SB (Krispy
5512,Alston Ave at Cecil St (NCCU),35.9715036094,-78.8948594112,C,Alston Ave at Cecil St (NCCU)
5513,Roxboro Rd at Horton Rd,36.050261,-78.903612,A,Roxboro Rd at Horton Rd
5516,Duke St at Carver St,36.04005,-78.90587,C,Duke St at Carver St
5517,Fayetteville Rd at Southpoint Crossing Dr (SB),35.913491,-78.933378,B,Fayetteville Rd at Southpoint Crossing
5518,Fayetteville St at Pekoe St,35.9733322,-78.9011141,B,Fayetteville St at Pekoe St
5519,University Dr at Hill St (Forest Hills Shopping Center),35.985437,-78.910176,A,University Dr at Hill St (Forest Hills
5522,Dearborn Dr at Cannada Ave (Disciples Church),36.038529,-78.880921,C,Dearborn Dr at Cannada Ave (Disciples C
5524,Mangum St at Trinity Ave,36.005518,-78.8942,C,Mangum St at Trinity Ave
5525,Hinson Dr at Davinci St,36.03179,-78.878167,,
